25.5192568368,25.7639173972,24.8337203661,26.1543809462,26.7668263697,27.6704559631,27.6690094792,26.5681265915,27.1137364303,27.2918562327,27.6497202941,27.1993884598,26.5863847466,26.8406621107,28.6293911537,28.4557356782,28.1692756764,
25.5765987024,25.796030341,24.8641818728,26.1585773455,26.7573099962,27.6546883416,27.672217366,26.5662437834,27.1129939718,27.2830442641,27.638259825,27.1877087261,26.5875056099,26.8296458793,28.5025353844,28.3539667872,28.0772435948,
25.5651884987,25.7621783912,24.8352174321,26.1119997502,26.7119034511,27.6134787636,27.5932108326,26.5104448794,27.0630836846,27.2222015751,27.571006521,27.1326840694,26.5267351709,26.7744053113,28.3254137955,28.2033464622,27.9267868187,
25.4909153618,25.6764184052,24.7607542777,26.0256164701,26.6365038144,27.5508221029,27.4840462347,26.4230129398,26.9869095418,27.1189539547,27.4525004495,27.0403195382,26.4390476826,26.6744489099,28.0369357586,27.9518900138,27.6850038012,
25.3924426071,25.5766002864,24.6740719387,25.936459388,26.5651361839,27.4954582772,27.3816827703,26.3377882818,26.9124797031,27.0141656274,27.3316045373,26.949644365,26.3541115363,26.5710392608,27.808288326,27.7443596493,27.4817806966,
25.3016410383,25.4834283561,24.5911119252,25.8665685257,26.511041319,27.449024736,27.3137534384,26.2683318317,26.8483266587,26.9107170222,27.2286494836,26.8692415723,26.2876362593,26.4746881051,27.6183408067,27.5656176439,27.3056323298,
25.2453463505,25.4198112938,24.531191013,25.8170124674,26.4704657616,27.4116619948,27.2657528377,26.2145245231,26.7997559529,26.8242952461,27.1462903256,26.8042666131,26.2405213507,26.3973231214,27.450562359,27.4086165017,27.1507754777,
25.1902794518,25.3623960638,24.4742466377,25.7767763872,26.4352484712,27.3769446918,27.2194132555,26.1669602782,26.7579681967,26.7489465182,27.0761404449,26.7470783433,26.1997747772,26.3302465453,27.2902484196,27.260725155,27.0071853975,
25.1459391444,25.3106690113,24.4233682023,25.7376425533,26.4002261817,27.3414672459,27.1690905963,26.1198743319,26.7163996367,26.6780695733,27.0098749197,26.691391524,26.1575470028,26.2652569064,27.1307438095,27.1150903913,26.8683976838,
25.1087155684,25.2723385123,24.3853130854,25.7009049201,26.3649365072,27.3100827903,27.1168180698,26.0762044136,26.6803822272,26.6236960302,26.9478063568,26.6427836618,26.1182331493,26.2108478167,26.9909350178,26.9903701122,26.748416358,
25.0694234305,25.2323337698,24.3483799687,25.6633385929,26.3291306044,27.2777022256,27.0664371801,26.0326430803,26.6422511622,26.5702752213,26.8857867144,26.5933964734,26.0767720452,26.1549959853,26.8583182833,26.8721011782,26.634357352,
25.0290817452,25.1918186803,24.312478904,25.6259520091,26.2934621766,27.244990635,27.0186639326,25.9890265984,26.6028961202,26.5175357148,26.8241501512,26.5438281252,26.0343864768,26.0989552137,26.7299602812,26.7577021953,26.5240096066,
24.9888660115,25.1515697112,24.2773360941,25.5890297201,26.2579666044,27.2120562749,26.9713713867,25.9442245605,26.562615152,26.4651795232,26.7629439121,26.4942442913,25.9911853348,26.0434015899,26.6045380488,26.6460080113,26.4161561271,
24.9429325344,25.1028915696,24.2355364132,25.557941217,26.2313760886,27.1832369359,26.9426668306,25.9075801833,26.527732199,26.4110373954,26.7114613553,26.4486510072,25.9585542938,25.9869745026,26.4839698404,26.5359395598,26.3136689972,
24.9076727166,25.0649009156,24.2024069453,25.5367470135,26.2143692224,27.1637602162,26.928987635,25.8854547355,26.5081015745,26.3712550874,26.6749358505,26.4159075003,25.9431314479,25.9425494718,26.3765571474,26.4388761252,26.2254630344,
24.8828442592,25.0349036361,24.1762095652,25.5210063526,26.2020438789,27.1483452222,26.9196469776,25.8727287044,26.4975943581,26.3402916909,26.6477676892,26.3905813161,25.9361330002,25.9051251622,26.2739543884,26.3474652991,26.143800632,
24.8634531336,25.0086633032,24.1534521221,25.5074961589,26.1911917267,27.1338752365,26.9117051633,25.864802708,26.4905086152,26.3131620118,26.6248995951,26.3682749352,25.931493174,25.8707682478,26.1734300581,26.2586097492,26.0653515447,
24.8472286973,25.007582457,24.1555249922,25.5396434949,26.2222439303,27.1584572706,26.9448857389,25.906905993,26.5331847293,26.3387982641,26.65587784,26.3949381101,25.9764120248,25.8833845204,26.1275662409,26.2243404487,26.0433716026,
24.8772739521,25.0416380233,24.192243239,25.5953560616,26.2729693827,27.2002726424,27.0070197463,25.9786269348,26.6040324377,26.396236005,26.7194963727,26.4489341904,26.0527928049,25.9250804283,26.1101266022,26.2198595281,26.0534627738,
24.9308306455,25.0873215453,24.2402059593,25.6501396476,26.3199753935,27.2369300275,27.0800228839,26.0490415405,26.6717720812,26.4553885852,26.7851527791,26.5016330698,26.1304492295,25.9709592707,26.1000966203,26.2228179881,26.0703326178,
23.0185710456,22.584880777,22.2083222526,24.6506515121,25.1976438555,26.7558748775,22.5110956844,22.0005079328,24.9549593603,24.2307613751,23.9143965116,25.1660597075,24.6492084868,23.9762944222,23.1700761675,23.9983221338,23.1690584908,
20.475,20.475,20.475,21.2791366389,21.4469475233,22.4173540955,20.475,20.475,21.4130062384,21.1815896342,20.89849201,21.6313378882,20.8562977631,21.1485735771,20.475,20.475,20.475,
21.725,21.725,21.725,22.9358718183,23.374534758,24.7234725202,21.725,21.725,22.9961441351,22.5389613465,22.1970331008,23.2137235133,22.8161834023,22.4692409861,21.725,21.8266356904,21.725,
